ds,VISITAS,TIPO,LONGITUD,LATITUD,MUNICIPIO,INTENSIDAD_GLOB,MES_STR,INTENSIDAD_MES
2023-03-01,16.000522648599333,OBS,-73.05431038,5.095234631,PAIPA,0.021573505154958338,2023-03,0.4571777321228824
2023-04-01,14.004779184510532,OBS,-73.05431038,5.095234631,PAIPA,0.018882644183972296,2023-04,0.22229611612171415
2023-05-01,16.001302033736465,OBS,-73.05431038,5.095234631,PAIPA,0.021574555999961522,2023-05,0.4000350965051843
2023-06-01,62.00368392496215,OBS,-73.05431038,5.095234631,PAIPA,0.08359956884900091,2023-06,1.0
2023-07-01,86.0030735489106,OBS,-73.05431038,5.095234631,PAIPA,0.11595794658070764,2023-07,1.0
2023-08-01,126.00259417107216,OBS,-73.05431038,5.095234631,PAIPA,0.1698893014051455,2023-08,1.0
2023-09-01,86.00589263408567,OBS,-73.05431038,5.095234631,PAIPA,0.1159617475533316,2023-09,1.0
2023-10-01,57.00257629640501,OBS,-73.05431038,5.095234631,PAIPA,0.07685657528718601,2023-10,1.0
2023-11-01,62.00549492418576,OBS,-73.05431038,5.095234631,PAIPA,0.08360201061930707,2023-11,1.0
2023-12-01,59.00318080444378,OBS,-73.05431038,5.095234631,PAIPA,0.07955399040387193,2023-12,1.0
2024-01-01,0.002187081271173952,OBS,-73.05431038,5.095234631,PAIPA,2.9488417418736274e-06,2024-01,1.0
2024-02-01,0.005986289740762096,OBS,-73.05431038,5.095234631,PAIPA,8.071314632507366e-06,2024-02,1.0
2024-03-01,0.0005879203077192585,OBS,-73.05431038,5.095234631,PAIPA,7.926929680885402e-07,2024-03,1.0
2024-04-01,78.00473953254712,OBS,-73.05431038,5.095234631,PAIPA,0.10517379259257517,2024-04,0.6393911472897628
2024-05-01,76.00134136232474,OBS,-73.05431038,5.095234631,PAIPA,0.1024726107810854,2024-05,1.0
2024-06-01,73.00374414028616,OBS,-73.05431038,5.095234631,PAIPA,0.09843095035896168,2024-06,1.0
2024-07-01,35.00316057846391,OBS,-73.05431038,5.095234631,PAIPA,0.04719476243142782,2024-07,0.972287985837569
2024-08-01,29.00250280743826,OBS,-73.05431038,5.095234631,PAIPA,0.03910407538329598,2024-08,1.0
2024-09-01,96.00599902841327,OBS,-73.05431038,5.095234631,PAIPA,0.1294448912972045,2024-09,1.0
2024-10-01,56.00258416723272,OBS,-73.05431038,5.095234631,PAIPA,0.07550828587018345,2024-10,1.0
2024-11-01,397.4040670340101,PRED,-73.05431038,5.095234631,PAIPA,0.5358199152019657,2024-11,1.0
2024-12-01,-135.9707495235078,PRED,-73.05431038,5.095234631,PAIPA,-0.18332936555830118,2024-12,-1.435325718733764
2025-01-01,83.08652146918385,PRED,-73.05431038,5.095234631,PAIPA,0.1120255593263327,2025-01,0.8418041108628463
2025-02-01,-43.94577635313466,PRED,-73.05431038,5.095234631,PAIPA,-0.05925209154189656,2025-02,-0.9129575001178607
2025-03-01,-198.8003420301539,PRED,-73.05431038,5.095234631,PAIPA,-0.26804250697213594,2025-03,-0.50701654447918
2025-04-01,-597.7972330001849,PRED,-73.05431038,5.095234631,PAIPA,-0.8060100267336124,2025-04,-1.03240639291317
2025-05-01,-145.1884813778036,PRED,-73.05431038,5.095234631,PAIPA,-0.19575763368697274,2025-05,-0.34408185462686064
2025-06-01,-581.949821510201,PRED,-73.05431038,5.095234631,PAIPA,-0.7846429613582923,2025-06,-0.9968664309024122
2025-07-01,-144.7135762335887,PRED,-73.05431038,5.095234631,PAIPA,-0.19511731906714164,2025-07,-0.33566926218562115
2025-08-01,-583.9741068716813,PRED,-73.05431038,5.095234631,PAIPA,-0.7873723053703658,2025-08,-1.0042316300164156
2025-09-01,-1063.6105030867275,PRED,-73.05431038,5.095234631,PAIPA,-1.4340660724115781,2025-09,-1.598293486613489
2025-10-01,-583.5100610109416,PRED,-73.05431038,5.095234631,PAIPA,-0.7867466323227619,2025-10,-1.0040086217625337
2025-11-01,-868.7030524543944,PRED,-73.05431038,5.095234631,PAIPA,-1.1712723510249514,2025-11,-1.1712723510249514
2025-12-01,-710.7567341444474,PRED,-73.05431038,5.095234631,PAIPA,-0.9583133254293331,2025-12,-1.1429255092703763
2023-03-01,21.998593430514575,OBS,-73.52237325,5.368733979,VILLA DE LEYVA,0.029660704165596966,2023-03,0.628558658697089
2023-04-01,38.00019564801782,OBS,-73.52237325,5.368733979,VILLA DE LEYVA,0.051235664903340014,2023-04,0.6031723737395621
2023-05-01,31.000126635042434,OBS,-73.52237325,5.368733979,VILLA DE LEYVA,0.041797471648464785,2023-05,0.7750080977145548
2023-06-01,40.99936943476967,OBS,-73.52237325,5.368733979,VILLA DE LEYVA,0.055279451007712734,2023-06,0.6612408624685553
2023-07-01,73.99946439804256,OBS,-73.52237325,5.368733979,VILLA DE LEYVA,0.0997734800116093,2023-07,0.8604281375590431
2023-08-01,81.99891697891911,OBS,-73.52237325,5.368733979,VILLA DE LEYVA,0.11055914216030742,2023-08,0.6507716568723196
2023-09-01,57.00044245177108,OBS,-73.52237325,5.368733979,VILLA DE LEYVA,0.07685369822440369,2023-09,0.6627504314649807
2023-10-01,37.9990304994424,OBS,-73.52237325,5.368733979,VILLA DE LEYVA,0.0512340939334817,2023-10,0.6666195278938452
2023-11-01,40.99922562273332,OBS,-73.52237325,5.368733979,VILLA DE LEYVA,0.055279257105939915,2023-11,0.6612192302127925
2023-12-01,36.99966110630156,OBS,-73.52237325,5.368733979,VILLA DE LEYVA,0.049886644151488566,2023-12,0.6270790930565384
2024-01-01,-0.000729276096024023,OBS,-73.52237325,5.368733979,VILLA DE LEYVA,-9.832829815930672e-07,2024-01,-0.3334471862733167
2024-02-01,4.753030814441672e-05,OBS,-73.52237325,5.368733979,VILLA DE LEYVA,6.408511586089311e-08,2024-02,0.007939860949390963
2024-03-01,-0.0014196290181374138,OBS,-73.52237325,5.368733979,VILLA DE LEYVA,-1.914085846664324e-06,2024-03,-2.4146623266759306
2024-04-01,61.00008138178158,OBS,-73.52237325,5.368733979,VILLA DE LEYVA,0.08224641151068543,2024-04,0.5000069515416103
2024-05-01,37.0000736928457,OBS,-73.52237325,5.368733979,VILLA DE LEYVA,0.0498872004419381,2024-05,0.48683448251858513
2024-06-01,23.999410229093293,OBS,-73.52237325,5.368733979,VILLA DE LEYVA,0.03235840551362411,2024-06,0.3287421831813902
2024-07-01,4.999555023489492,OBS,-73.52237325,5.368733979,VILLA DE LEYVA,0.006740900184356801,2024-07,0.1388733818186546
2024-08-01,15.998877122053344,OBS,-73.52237325,5.368733979,VILLA DE LEYVA,0.021571286491468267,2024-08,0.5516378096151798
2024-09-01,24.000473489539175,OBS,-73.52237325,5.368733979,VILLA DE LEYVA,0.03235983910771438,2024-09,0.24998931038086653
2024-10-01,36.99900245791639,OBS,-73.52237325,5.368733979,VILLA DE LEYVA,0.04988575609585158,2024-10,0.66066598547366
2024-11-01,120.99874753079386,PRED,-73.52237325,5.368733979,VILLA DE LEYVA,0.16314261483374684,2024-11,0.30447284657617435
2024-12-01,-84.869954571209,PRED,-73.52237325,5.368733979,VILLA DE LEYVA,-0.11443016222994042,2024-12,-0.8958987794853764
2025-01-01,-27.214855186430235,PRED,-73.52237325,5.368733979,VILLA DE LEYVA,-0.036693790043620424,2025-01,-0.27573156954189026
2025-02-01,-72.36940145834959,PRED,-73.52237325,5.368733979,VILLA DE LEYVA,-0.09757566610235856,2025-02,-1.5034479607214382
2025-03-01,-255.83561194598525,PRED,-73.52237325,5.368733979,VILLA DE LEYVA,-0.34494316306735046,2025-03,-0.652478192939402
2025-04-01,-173.3085472393615,PRED,-73.52237325,5.368733979,VILLA DE LEYVA,-0.23367191931033593,2025-04,-0.2993069258926389
2025-05-01,-231.04676643941025,PRED,-73.52237325,5.368733979,VILLA DE LEYVA,-0.31152036194601485,2025-05,-0.5475572107896238
2025-06-01,-200.15766944308922,PRED,-73.52237325,5.368733979,VILLA DE LEYVA,-0.2698725915626846,2025-06,-0.3428654055390574
2025-07-01,-239.7143071282291,PRED,-73.52237325,5.368733979,VILLA DE LEYVA,-0.32320680731018636,2025-07,-0.5560274765042661
2025-08-01,-191.9395520955303,PRED,-73.52237325,5.368733979,VILLA DE LEYVA,-0.2587921037026749,2025-08,-0.33006903387904685
2025-09-01,-127.14782917019213,PRED,-73.52237325,5.368733979,VILLA DE LEYVA,-0.17143342178794535,2025-09,-0.19106575819813243
2025-10-01,-193.29525448052044,PRED,-73.52237325,5.368733979,VILLA DE LEYVA,-0.26061999726799756,2025-10,-0.3325908412067405
2025-11-01,-69.74924921743545,PRED,-73.52237325,5.368733979,VILLA DE LEYVA,-0.09404291475932133,2025-11,-0.09404291475932133
2025-12-01,-276.9049654481438,PRED,-73.52237325,5.368733979,VILLA DE LEYVA,-0.37335097301037423,2025-12,-0.4452743582306981
2023-03-01,6.999632539389236,OBS,-73.03060967,5.82298568,DUITAMA,0.009437604757526264,2023-03,0.19999822507870602
2023-04-01,9.999807706731097,OBS,-73.03060967,5.82298568,DUITAMA,0.013482741023377775,2023-04,0.15872570255366003
2023-05-01,4.999473645714495,OBS,-73.03060967,5.82298568,DUITAMA,0.006740790462700394,2023-05,0.12498763651369636
2023-06-01,34.99938289219477,OBS,-73.03060967,5.82298568,DUITAMA,0.047189668976920666,2023-06,0.564472635763894
2023-07-01,54.9994675201722,OBS,-73.03060967,5.82298568,DUITAMA,0.07415578366562084,2023-07,0.6395058368337684
2023-08-01,64.99936730649227,OBS,-73.03060967,5.82298568,DUITAMA,0.08763864883991113,2023-08,0.5158573736842548
2023-09-01,47.999253798006826,OBS,-73.03060967,5.82298568,DUITAMA,0.06471739529934051,2023-09,0.5580926181676983
2023-10-01,33.99933037536655,OBS,-73.03060967,5.82298568,DUITAMA,0.04584129813923986,2023-10,0.5964525216996339
2023-11-01,51.99921497049479,OBS,-73.03060967,5.82298568,DUITAMA,0.07011054306516404,2023-11,0.8386226903611419
2023-12-01,50.000962851916846,OBS,-73.03060967,5.82298568,DUITAMA,0.06741629967525693,2023-12,0.8474282601413763
2024-01-01,3.0608380150454195e-05,OBS,-73.03060967,5.82298568,DUITAMA,4.1269279851839876e-08,2024-01,0.013995081277443634
2024-02-01,-0.0017349968570457008,OBS,-73.03060967,5.82298568,DUITAMA,-2.339296313085655e-06,2024-02,-0.289828413287731
2024-03-01,-0.0003483689649854682,OBS,-73.03060967,5.82298568,DUITAMA,-4.6970588567614076e-07,2024-03,-0.5925445343721993
2024-04-01,49.999788285267144,OBS,-73.03060967,5.82298568,DUITAMA,0.0674147160070088,2024-04,0.4098394813897572
2024-05-01,46.99949279527234,OBS,-73.03060967,5.82298568,DUITAMA,0.0633694175101208,2024-05,0.6184034643705756
2024-06-01,45.999407816775204,OBS,-73.03060967,5.82298568,DUITAMA,0.06202100290437085,2024-06,0.6300965568064752
2024-07-01,35.99945346681135,OBS,-73.03060967,5.82298568,DUITAMA,0.04853806416191806,2024-07,0.9999621612465068
2024-08-01,26.999434713947974,OBS,-73.03060967,5.82298568,DUITAMA,0.03640333861427374,2024-08,0.9309346470272021
2024-09-01,44.99929857574196,OBS,-73.03060967,5.82298568,DUITAMA,0.060672555585442746,2024-09,0.46871340365328923
2024-10-01,39.99932833694837,OBS,-73.03060967,5.82298568,DUITAMA,0.05393109556627929,2024-10,0.7142407610603102
2024-11-01,156.36528370722647,PRED,-73.03060967,5.82298568,DUITAMA,0.21082731659454088,2024-11,0.3934667424876772
2024-12-01,94.73163320968038,PRED,-73.03060967,5.82298568,DUITAMA,0.12772666382654474,2024-12,1.0
2025-01-01,-102.83456532260271,PRED,-73.03060967,5.82298568,DUITAMA,-0.13865184743132591,2025-01,-1.0418845114302653
2025-02-01,-0.8591544726095677,PRED,-73.03060967,5.82298568,DUITAMA,-0.001158398000540973,2025-02,-0.017848621292425083
2025-03-01,392.0983332691176,PRED,-73.03060967,5.82298568,DUITAMA,0.5286661942116225,2025-03,1.0
2025-04-01,579.0328664212973,PRED,-73.03060967,5.82298568,DUITAMA,0.7807100307266323,2025-04,1.0
2025-05-01,421.95913392542354,PRED,-73.03060967,5.82298568,DUITAMA,0.5689275126096434,2025-05,1.0
2025-06-01,583.7791337635791,PRED,-73.03060967,5.82298568,DUITAMA,0.7871094231230107,2025-06,1.0
2025-07-01,431.11953501885966,PRED,-73.03060967,5.82298568,DUITAMA,0.5812784816717714,2025-07,1.0
2025-08-01,581.5133574931666,PRED,-73.03060967,5.82298568,DUITAMA,0.7840544769113627,2025-08,1.0
2025-09-01,665.4663314309918,PRED,-73.03060967,5.82298568,DUITAMA,0.8972482741264993,2025-09,1.0
2025-10-01,581.1803288965704,PRED,-73.03060967,5.82298568,DUITAMA,0.7836054544448342,2025-10,1.0
2025-11-01,741.6746853916717,PRED,-73.03060967,5.82298568,DUITAMA,1.0,2025-11,1.0
2025-12-01,621.8749414370689,PRED,-73.03060967,5.82298568,DUITAMA,0.8384740017230902,2025-12,1.0
2023-03-01,34.998473294623714,OBS,-72.88398481,5.518603543,AQUITANIA,0.04718844256648902,2023-03,1.0
2023-04-01,63.00055722450172,OBS,-72.88398481,5.518603543,AQUITANIA,0.08494365314791848,2023-04,1.0
2023-05-01,39.99974545615673,OBS,-72.88398481,5.518603543,AQUITANIA,0.05393165796812012,2023-05,1.0
2023-06-01,40.999029748723814,OBS,-72.88398481,5.518603543,AQUITANIA,0.055278993009007175,2023-06,0.6612353839868853
2023-07-01,44.000817480744296,OBS,-72.88398481,5.518603543,AQUITANIA,0.05932630349586202,2023-07,0.5116191278410613
2023-08-01,88.999781878786,OBS,-72.88398481,5.518603543,AQUITANIA,0.11999840850950173,2023-08,0.7063329327803529
2023-09-01,51.99994758554473,OBS,-72.88398481,5.518603543,AQUITANIA,0.0701115308500573,2023-09,0.6046091261069736
2023-10-01,23.000343594367315,OBS,-72.88398481,5.518603543,AQUITANIA,0.031011363940810575,2023-10,0.40349656258988914
2023-11-01,37.99987885110178,OBS,-72.88398481,5.518603543,AQUITANIA,0.05123523776604886,2023-11,0.6128469565086822
2023-12-01,30.998906997010657,OBS,-72.88398481,5.518603543,AQUITANIA,0.04179582721047088,2023-12,0.5253768792525164
2024-01-01,0.000465255011945942,OBS,-72.88398481,5.518603543,AQUITANIA,6.273033462106705e-07,2024-01,0.2127287257579636
2024-02-01,0.0011967007694408949,OBS,-72.88398481,5.518603543,AQUITANIA,1.613511682428433e-06,2024-02,0.1999069241991863
2024-03-01,-0.0015966838751850787,OBS,-72.88398481,5.518603543,AQUITANIA,-2.1528089155987365e-06,2024-03,-2.7158168449379727
2024-04-01,37.00048725209989,OBS,-72.88398481,5.518603543,AQUITANIA,0.04988775804389261,2024-04,0.3032864943357613
2024-05-01,20.99979258177391,OBS,-72.88398481,5.518603543,AQUITANIA,0.028314020952035203,2024-05,0.27630818358403203
2024-06-01,20.99894371578685,OBS,-72.88398481,5.518603543,AQUITANIA,0.02831287642600003,2024-06,0.2876420101883358
2024-07-01,36.00081569280191,OBS,-72.88398481,5.518603543,AQUITANIA,0.048539900851260954,2024-07,1.0
2024-08-01,22.999755976036887,OBS,-72.88398481,5.518603543,AQUITANIA,0.031010571654998476,2024-08,0.7930265925235305
2024-09-01,21.999894696599142,OBS,-72.88398481,5.518603543,AQUITANIA,0.029662458662696838,2024-09,0.22915125012227835
2024-10-01,35.000277913741904,OBS,-72.88398481,5.518603543,AQUITANIA,0.047190875734498844,2024-10,0.6249761226950786
2024-11-01,190.47898458591936,PRED,-72.88398481,5.518603543,AQUITANIA,0.2568228204867598,2024-11,0.4793080906482471
2024-12-01,-38.69863945417532,PRED,-72.88398481,5.518603543,AQUITANIA,-0.05217737670760452,2024-12,-0.40850809959666995
2025-01-01,98.70054136944098,PRED,-72.88398481,5.518603543,AQUITANIA,0.1330779428144,2025-01,1.0
2025-02-01,8.644776650549943,PRED,-72.88398481,5.518603543,AQUITANIA,0.011655752610707908,2025-02,0.1795920867694574
2025-03-01,298.78612527708066,PRED,-72.88398481,5.518603543,AQUITANIA,0.4028533414475302,2025-03,0.7620183508201962
2025-04-01,161.12893704214213,PRED,-72.88398481,5.518603543,AQUITANIA,0.21725015052529587,2025-04,0.27827252369627437
2025-05-01,319.297603442708,PRED,-72.88398481,5.518603543,AQUITANIA,0.4305089680579968,2025-05,0.7567026704039549
2025-06-01,150.61227524818776,PRED,-72.88398481,5.518603543,AQUITANIA,0.20307053512100223,2025-06,0.25799530428092216
2025-07-01,337.4729668967454,PRED,-72.88398481,5.518603543,AQUITANIA,0.45501481113451914,2025-07,0.7827828235201227
2025-08-01,174.00708851272194,PRED,-72.88398481,5.518603543,AQUITANIA,0.234613762529633,2025-08,0.29923145577058685
2025-09-01,61.211845209122,PRED,-72.88398481,5.518603543,AQUITANIA,0.08253193268528045,2025-09,0.09198338415933761
2025-10-01,169.22381311791514,PRED,-72.88398481,5.518603543,AQUITANIA,0.22816447217495306,2025-10,0.2911726441932466
2025-11-01,176.7931696657616,PRED,-72.88398481,5.518603543,AQUITANIA,0.23837023582974082,2025-11,0.23837023582974082
2025-12-01,130.16322119681678,PRED,-72.88398481,5.518603543,AQUITANIA,0.1754990749456128,2025-12,0.20930771208762197
2023-03-01,14.998791770363912,OBS,-72.98589814,5.560497374,TUNJA,0.020222871382543122,2023-03,0.4285556013858453
2023-04-01,10.998560157341345,OBS,-72.98589814,5.560497374,TUNJA,0.01482935898173888,2023-04,0.17457877583761855
2023-05-01,14.999171503502657,OBS,-72.98589814,5.560497374,TUNJA,0.0202233833767452,2023-05,0.37498167381947667
2023-06-01,36.9990881359942,OBS,-72.98589814,5.560497374,TUNJA,0.0498858716156064,2023-06,0.5967240298297612
2023-07-01,56.998366235754624,OBS,-72.98589814,5.560497374,TUNJA,0.07685089886228799,2023-07,0.6627480145036818
2023-08-01,64.99912895290271,OBS,-72.98589814,5.560497374,TUNJA,0.08763832746775935,2023-08,0.5158554820280462
2023-09-01,40.99931877234024,OBS,-72.98589814,5.560497374,TUNJA,0.05527938269955765,2023-09,0.47670360154010516
2023-10-01,24.999642335519518,OBS,-72.98589814,5.560497374,TUNJA,0.033707018491965154,2023-10,0.43857039382790447
2023-11-01,25.999857362455206,OBS,-72.98589814,5.560497374,TUNJA,0.03505560844202862,2023-11,0.41931537510095324
2023-12-01,23.99965790450583,OBS,-72.98589814,5.560497374,TUNJA,0.03235873945439007,2023-12,0.40675193400248544
2024-01-01,-0.0006400065809764044,OBS,-72.98589814,5.560497374,TUNJA,-8.629208918441415e-07,2024-01,-0.292630452014648
2024-02-01,-0.0010504565599704918,OBS,-72.98589814,5.560497374,TUNJA,-1.416330610523339e-06,2024-02,-0.1754770660059567
2024-03-01,-0.001182240515937849,OBS,-72.98589814,5.560497374,TUNJA,-1.5940149222074615e-06,2024-03,-2.0108856598680176
2024-04-01,121.9984666087291,OBS,-72.98589814,5.560497374,TUNJA,0.1644905360957585,2024-04,1.0
2024-05-01,67.99919007015457,OBS,-72.98589814,5.560497374,TUNJA,0.09168330995987117,2024-05,0.894710393938692
2024-06-01,37.9990434793844,OBS,-72.98589814,5.560497374,TUNJA,0.051234111434337884,2024-06,0.5205081455324306
2024-07-01,5.998359159617312,OBS,-72.98589814,5.560497374,TUNJA,0.008087587830302759,2024-07,0.1666173125298558
2024-08-01,16.999256167762372,OBS,-72.98589814,5.560497374,TUNJA,0.022920097588048617,2024-08,0.5861306619166184
2024-09-01,33.99918991226834,OBS,-72.98589814,5.560497374,TUNJA,0.04584110875284044,2024-09,0.35413609833075305
2024-10-01,37.99951190240657,OBS,-72.98589814,5.560497374,TUNJA,0.05123474300911237,2024-10,0.6785314011391673
2024-11-01,335.2229346038951,PRED,-72.98589814,5.560497374,TUNJA,0.4519810925282786,2024-11,0.8435317159831848
2024-12-01,-196.97841471330906,PRED,-72.98589814,5.560497374,TUNJA,-0.2655860023175613,2024-12,-2.079330927160457
2025-01-01,-30.236871787289285,PRED,-72.98589814,5.560497374,TUNJA,-0.040768375114921804,2025-01,-0.30634960424493707
2025-02-01,48.13562115154469,PRED,-72.98589814,5.560497374,TUNJA,0.06490125940610296,2025-02,1.0
2025-03-01,-603.420266295955,PRED,-72.98589814,5.560497374,TUNJA,-0.8135915626907155,2025-03,-1.5389513677983326
2025-04-01,-535.2738324798455,PRED,-72.98589814,5.560497374,TUNJA,-0.721709723983868,2025-04,-0.9244273745428239
2025-05-01,-561.8650157583058,PRED,-72.98589814,5.560497374,TUNJA,-0.7575626171757366,2025-05,-1.3315626338772633
2025-06-01,-586.2613133586372,PRED,-72.98589814,5.560497374,TUNJA,-0.7904561459436058,2025-06,-1.0042519155815928
2025-07-01,-589.7819803289449,PRED,-72.98589814,5.560497374,TUNJA,-0.7952030613226153,2025-07,-1.3680242541158438
2025-08-01,-589.377287976397,PRED,-72.98589814,5.560497374,TUNJA,-0.7946574146118419,2025-08,-1.0135232155579896
2025-09-01,-542.7721829565708,PRED,-72.98589814,5.560497374,TUNJA,-0.7318197501508868,2025-09,-0.8156268128387735
2025-10-01,-587.3758235075729,PRED,-72.98589814,5.560497374,TUNJA,-0.7919588400100039,2025-10,-1.0106601932360053
2025-11-01,-348.2484078738659,PRED,-72.98589814,5.560497374,TUNJA,-0.46954333851904234,2025-11,-0.46954333851904234
2025-12-01,-746.8169763483968,PRED,-72.98589814,5.560497374,TUNJA,-1.006933351047312,2025-12,-1.200911833852967
